match,market,home_team,away_team,player_name,player_team,opposition_team,line,over_price,under_price,agency
Sunrisers Hyderabad v Mumbai Indians,Player Runs,Sunrisers Hyderabad,Mumbai Indians,Heinrich Klaasen,Sunrisers Hyderabad,Mumbai Indians,39.5,2.7,NA,TopSport
Sunrisers Hyderabad v Mumbai Indians,Player Runs,Sunrisers Hyderabad,Mumbai Indians,Heinrich Klaasen,Sunrisers Hyderabad,Mumbai Indians,49.5,3.55,NA,TopSport
Sunrisers Hyderabad v Mumbai Indians,Player Runs,Sunrisers Hyderabad,Mumbai Indians,Heinrich Klaasen,Sunrisers Hyderabad,Mumbai Indians,59.5,4.6,NA,TopSport
Sunrisers Hyderabad v Mumbai Indians,Player Runs,Sunrisers Hyderabad,Mumbai Indians,Heinrich Klaasen,Sunrisers Hyderabad,Mumbai Indians,79.5,12,NA,TopSport
Sunrisers Hyderabad v Mumbai Indians,Player Runs,Sunrisers Hyderabad,Mumbai Indians,Ishan Kishan,Mumbai Indians,Sunrisers Hyderabad,9.5,1.21,NA,TopSport
Sunrisers Hyderabad v Mumbai Indians,Player Runs,Sunrisers Hyderabad,Mumbai Indians,Ishan Kishan,Mumbai Indians,Sunrisers Hyderabad,19.5,1.7,NA,TopSport
Sunrisers Hyderabad v Mumbai Indians,Player Runs,Sunrisers Hyderabad,Mumbai Indians,Ishan Kishan,Mumbai Indians,Sunrisers Hyderabad,22.5,1.95,1.76,TopSport
Sunrisers Hyderabad v Mumbai Indians,Player Runs,Sunrisers Hyderabad,Mumbai Indians,Ishan Kishan,Mumbai Indians,Sunrisers Hyderabad,29.5,2.14,NA,TopSport
Sunrisers Hyderabad v Mumbai Indians,Player Runs,Sunrisers Hyderabad,Mumbai Indians,Ishan Kishan,Mumbai Indians,Sunrisers Hyderabad,39.5,3.35,NA,TopSport
Sunrisers Hyderabad v Mumbai Indians,Player Runs,Sunrisers Hyderabad,Mumbai Indians,Ishan Kishan,Mumbai Indians,Sunrisers Hyderabad,49.5,4.4,NA,TopSport
Sunrisers Hyderabad v Mumbai Indians,Player Runs,Sunrisers Hyderabad,Mumbai Indians,Ishan Kishan,Mumbai Indians,Sunrisers Hyderabad,59.5,7.5,NA,TopSport
Lucknow Super Giants v Punjab Kings,Player Runs,Lucknow Super Giants,Punjab Kings,Jonny Bairstow,Punjab Kings,Lucknow Super Giants,9.5,1.29,NA,TopSport
Lucknow Super Giants v Punjab Kings,Player Runs,Lucknow Super Giants,Punjab Kings,Jonny Bairstow,Punjab Kings,Lucknow Super Giants,19.5,1.78,NA,TopSport
Lucknow Super Giants v Punjab Kings,Player Runs,Lucknow Super Giants,Punjab Kings,Jonny Bairstow,Punjab Kings,Lucknow Super Giants,22.5,1.97,1.74,TopSport
Lucknow Super Giants v Punjab Kings,Player Runs,Lucknow Super Giants,Punjab Kings,Jonny Bairstow,Punjab Kings,Lucknow Super Giants,29.5,2.34,NA,TopSport
Lucknow Super Giants v Punjab Kings,Player Runs,Lucknow Super Giants,Punjab Kings,Jonny Bairstow,Punjab Kings,Lucknow Super Giants,39.5,3,NA,TopSport
Lucknow Super Giants v Punjab Kings,Player Runs,Lucknow Super Giants,Punjab Kings,Jonny Bairstow,Punjab Kings,Lucknow Super Giants,49.5,3.9,NA,TopSport
Lucknow Super Giants v Punjab Kings,Player Runs,Lucknow Super Giants,Punjab Kings,Jonny Bairstow,Punjab Kings,Lucknow Super Giants,59.5,5,NA,TopSport
Lucknow Super Giants v Punjab Kings,Player Runs,Lucknow Super Giants,Punjab Kings,Jonny Bairstow,Punjab Kings,Lucknow Super Giants,79.5,15,NA,TopSport
Rajasthan Royals v Delhi Capitals,Player Runs,Rajasthan Royals,Delhi Capitals,Jos Buttler,Rajasthan Royals,Delhi Capitals,9.5,1.14,NA,TopSport
Rajasthan Royals v Delhi Capitals,Player Runs,Rajasthan Royals,Delhi Capitals,Jos Buttler,Rajasthan Royals,Delhi Capitals,19.5,1.48,NA,TopSport
Rajasthan Royals v Delhi Capitals,Player Runs,Rajasthan Royals,Delhi Capitals,Jos Buttler,Rajasthan Royals,Delhi Capitals,24.5,1.95,1.76,TopSport
Rajasthan Royals v Delhi Capitals,Player Runs,Rajasthan Royals,Delhi Capitals,Jos Buttler,Rajasthan Royals,Delhi Capitals,29.5,2.02,NA,TopSport
Rajasthan Royals v Delhi Capitals,Player Runs,Rajasthan Royals,Delhi Capitals,Jos Buttler,Rajasthan Royals,Delhi Capitals,39.5,2.42,NA,TopSport
Rajasthan Royals v Delhi Capitals,Player Runs,Rajasthan Royals,Delhi Capitals,Jos Buttler,Rajasthan Royals,Delhi Capitals,49.5,2.9,NA,TopSport
Rajasthan Royals v Delhi Capitals,Player Runs,Rajasthan Royals,Delhi Capitals,Jos Buttler,Rajasthan Royals,Delhi Capitals,59.5,3.75,NA,TopSport
Rajasthan Royals v Delhi Capitals,Player Runs,Rajasthan Royals,Delhi Capitals,Jos Buttler,Rajasthan Royals,Delhi Capitals,79.5,10,NA,TopSport
Lucknow Super Giants v Punjab Kings,Player Runs,Lucknow Super Giants,Punjab Kings,KL Rahul,Lucknow Super Giants,Punjab Kings,9.5,1.18,NA,TopSport
Lucknow Super Giants v Punjab Kings,Player Runs,Lucknow Super Giants,Punjab Kings,KL Rahul,Lucknow Super Giants,Punjab Kings,19.5,1.48,NA,TopSport
Lucknow Super Giants v Punjab Kings,Player Runs,Lucknow Super Giants,Punjab Kings,KL Rahul,Lucknow Super Giants,Punjab Kings,25.5,1.85,1.85,TopSport
Lucknow Super Giants v Punjab Kings,Player Runs,Lucknow Super Giants,Punjab Kings,KL Rahul,Lucknow Super Giants,Punjab Kings,29.5,1.79,NA,TopSport
Lucknow Super Giants v Punjab Kings,Player Runs,Lucknow Super Giants,Punjab Kings,KL Rahul,Lucknow Super Giants,Punjab Kings,39.5,2.12,NA,TopSport
Lucknow Super Giants v Punjab Kings,Player Runs,Lucknow Super Giants,Punjab Kings,KL Rahul,Lucknow Super Giants,Punjab Kings,49.5,2.36,NA,TopSport
Lucknow Super Giants v Punjab Kings,Player Runs,Lucknow Super Giants,Punjab Kings,KL Rahul,Lucknow Super Giants,Punjab Kings,59.5,3.45,NA,TopSport
Lucknow Super Giants v Punjab Kings,Player Runs,Lucknow Super Giants,Punjab Kings,KL Rahul,Lucknow Super Giants,Punjab Kings,79.5,14,NA,TopSport
Lucknow Super Giants v Punjab Kings,Player Runs,Lucknow Super Giants,Punjab Kings,Liam Livingstone,Punjab Kings,Lucknow Super Giants,9.5,1.23,NA,TopSport
Lucknow Super Giants v Punjab Kings,Player Runs,Lucknow Super Giants,Punjab Kings,Liam Livingstone,Punjab Kings,Lucknow Super Giants,19.5,1.77,NA,TopSport
Lucknow Super Giants v Punjab Kings,Player Runs,Lucknow Super Giants,Punjab Kings,Liam Livingstone,Punjab Kings,Lucknow Super Giants,29.5,2.75,NA,TopSport
Lucknow Super Giants v Punjab Kings,Player Runs,Lucknow Super Giants,Punjab Kings,Liam Livingstone,Punjab Kings,Lucknow Super Giants,39.5,3.95,NA,TopSport
Lucknow Super Giants v Punjab Kings,Player Runs,Lucknow Super Giants,Punjab Kings,Liam Livingstone,Punjab Kings,Lucknow Super Giants,49.5,5,NA,TopSport
Lucknow Super Giants v Punjab Kings,Player Runs,Lucknow Super Giants,Punjab Kings,Liam Livingstone,Punjab Kings,Lucknow Super Giants,59.5,6.25,NA,TopSport
Lucknow Super Giants v Punjab Kings,Player Runs,Lucknow Super Giants,Punjab Kings,Liam Livingstone,Punjab Kings,Lucknow Super Giants,79.5,23,NA,TopSport
Sunrisers Hyderabad v Mumbai Indians,Player Runs,Sunrisers Hyderabad,Mumbai Indians,Mayank Agarwal,Sunrisers Hyderabad,Mumbai Indians,9.5,1.23,NA,TopSport
Sunrisers Hyderabad v Mumbai Indians,Player Runs,Sunrisers Hyderabad,Mumbai Indians,Mayank Agarwal,Sunrisers Hyderabad,Mumbai Indians,19.5,1.73,NA,TopSport
Sunrisers Hyderabad v Mumbai Indians,Player Runs,Sunrisers Hyderabad,Mumbai Indians,Mayank Agarwal,Sunrisers Hyderabad,Mumbai Indians,22.5,1.95,1.75,TopSport
Sunrisers Hyderabad v Mumbai Indians,Player Runs,Sunrisers Hyderabad,Mumbai Indians,Mayank Agarwal,Sunrisers Hyderabad,Mumbai Indians,29.5,2.4,NA,TopSport
Sunrisers Hyderabad v Mumbai Indians,Player Runs,Sunrisers Hyderabad,Mumbai Indians,Mayank Agarwal,Sunrisers Hyderabad,Mumbai Indians,39.5,2.75,NA,TopSport
Sunrisers Hyderabad v Mumbai Indians,Player Runs,Sunrisers Hyderabad,Mumbai Indians,Mayank Agarwal,Sunrisers Hyderabad,Mumbai Indians,49.5,3.95,NA,TopSport
Sunrisers Hyderabad v Mumbai Indians,Player Runs,Sunrisers Hyderabad,Mumbai Indians,Mayank Agarwal,Sunrisers Hyderabad,Mumbai Indians,59.5,5,NA,TopSport
Sunrisers Hyderabad v Mumbai Indians,Player Runs,Sunrisers Hyderabad,Mumbai Indians,Mayank Agarwal,Sunrisers Hyderabad,Mumbai Indians,79.5,9,NA,TopSport
Rajasthan Royals v Delhi Capitals,Player Runs,Rajasthan Royals,Delhi Capitals,Mitchell Marsh,Delhi Capitals,Rajasthan Royals,9.5,1.16,NA,TopSport
Rajasthan Royals v Delhi Capitals,Player Runs,Rajasthan Royals,Delhi Capitals,Mitchell Marsh,Delhi Capitals,Rajasthan Royals,19.5,1.65,NA,TopSport
Rajasthan Royals v Delhi Capitals,Player Runs,Rajasthan Royals,Delhi Capitals,Mitchell Marsh,Delhi Capitals,Rajasthan Royals,22.5,1.85,1.85,TopSport
Rajasthan Royals v Delhi Capitals,Player Runs,Rajasthan Royals,Delhi Capitals,Mitchell Marsh,Delhi Capitals,Rajasthan Royals,29.5,2.2,NA,TopSport
Rajasthan Royals v Delhi Capitals,Player Runs,Rajasthan Royals,Delhi Capitals,Mitchell Marsh,Delhi Capitals,Rajasthan Royals,39.5,2.7,NA,TopSport
Rajasthan Royals v Delhi Capitals,Player Runs,Rajasthan Royals,Delhi Capitals,Mitchell Marsh,Delhi Capitals,Rajasthan Royals,49.5,3.3,NA,TopSport
Rajasthan Royals v Delhi Capitals,Player Runs,Rajasthan Royals,Delhi Capitals,Mitchell Marsh,Delhi Capitals,Rajasthan Royals,59.5,3.9,NA,TopSport
Rajasthan Royals v Delhi Capitals,Player Runs,Rajasthan Royals,Delhi Capitals,Mitchell Marsh,Delhi Capitals,Rajasthan Royals,79.5,7.75,NA,TopSport
Lucknow Super Giants v Punjab Kings,Player Runs,Lucknow Super Giants,Punjab Kings,Nicholas Pooran,Lucknow Super Giants,Punjab Kings,9.5,1.23,NA,TopSport
Lucknow Super Giants v Punjab Kings,Player Runs,Lucknow Super Giants,Punjab Kings,Nicholas Pooran,Lucknow Super Giants,Punjab Kings,19.5,1.79,NA,TopSport
Lucknow Super Giants v Punjab Kings,Player Runs,Lucknow Super Giants,Punjab Kings,Nicholas Pooran,Lucknow Super Giants,Punjab Kings,29.5,2.35,NA,TopSport
Lucknow Super Giants v Punjab Kings,Player Runs,Lucknow Super Giants,Punjab Kings,Nicholas Pooran,Lucknow Super Giants,Punjab Kings,39.5,3.6,NA,TopSport
Lucknow Super Giants v Punjab Kings,Player Runs,Lucknow Super Giants,Punjab Kings,Nicholas Pooran,Lucknow Super Giants,Punjab Kings,49.5,4.6,NA,TopSport
Lucknow Super Giants v Punjab Kings,Player Runs,Lucknow Super Giants,Punjab Kings,Nicholas Pooran,Lucknow Super Giants,Punjab Kings,59.5,6.25,NA,TopSport
Royal Challengers Bengaluru v Kolkata Knight Riders,Player Runs,Royal Challengers Bengaluru,Kolkata Knight Riders,Phil Salt,Kolkata Knight Riders,Royal Challengers Bengaluru,9.5,1.12,NA,TopSport
Royal Challengers Bengaluru v Kolkata Knight Riders,Player Runs,Royal Challengers Bengaluru,Kolkata Knight Riders,Phil Salt,Kolkata Knight Riders,Royal Challengers Bengaluru,19.5,1.43,NA,TopSport
Royal Challengers Bengaluru v Kolkata Knight Riders,Player Runs,Royal Challengers Bengaluru,Kolkata Knight Riders,Phil Salt,Kolkata Knight Riders,Royal Challengers Bengaluru,27.5,1.81,1.89,TopSport
Royal Challengers Bengaluru v Kolkata Knight Riders,Player Runs,Royal Challengers Bengaluru,Kolkata Knight Riders,Phil Salt,Kolkata Knight Riders,Royal Challengers Bengaluru,29.5,2.1,NA,TopSport
Royal Challengers Bengaluru v Kolkata Knight Riders,Player Runs,Royal Challengers Bengaluru,Kolkata Knight Riders,Phil Salt,Kolkata Knight Riders,Royal Challengers Bengaluru,39.5,2.7,NA,TopSport
Royal Challengers Bengaluru v Kolkata Knight Riders,Player Runs,Royal Challengers Bengaluru,Kolkata Knight Riders,Phil Salt,Kolkata Knight Riders,Royal Challengers Bengaluru,49.5,3.1,NA,TopSport
Royal Challengers Bengaluru v Kolkata Knight Riders,Player Runs,Royal Challengers Bengaluru,Kolkata Knight Riders,Phil Salt,Kolkata Knight Riders,Royal Challengers Bengaluru,59.5,3.6,NA,TopSport
Royal Challengers Bengaluru v Kolkata Knight Riders,Player Runs,Royal Challengers Bengaluru,Kolkata Knight Riders,Phil Salt,Kolkata Knight Riders,Royal Challengers Bengaluru,79.5,5.75,NA,TopSport
Royal Challengers Bengaluru v Kolkata Knight Riders,Player Runs,Royal Challengers Bengaluru,Kolkata Knight Riders,Phil Salt,Kolkata Knight Riders,Royal Challengers Bengaluru,99.5,11,NA,TopSport
Lucknow Super Giants v Punjab Kings,Player Runs,Lucknow Super Giants,Punjab Kings,Prabhsimran Singh,Punjab Kings,Lucknow Super Giants,9.5,1.37,NA,TopSport
Lucknow Super Giants v Punjab Kings,Player Runs,Lucknow Super Giants,Punjab Kings,Prabhsimran Singh,Punjab Kings,Lucknow Super Giants,19.5,1.86,NA,TopSport
Lucknow Super Giants v Punjab Kings,Player Runs,Lucknow Super Giants,Punjab Kings,Prabhsimran Singh,Punjab Kings,Lucknow Super Giants,29.5,2.6,NA,TopSport
Lucknow Super Giants v Punjab Kings,Player Runs,Lucknow Super Giants,Punjab Kings,Prabhsimran Singh,Punjab Kings,Lucknow Super Giants,39.5,3.05,NA,TopSport
Lucknow Super Giants v Punjab Kings,Player Runs,Lucknow Super Giants,Punjab Kings,Prabhsimran Singh,Punjab Kings,Lucknow Super Giants,49.5,4,NA,TopSport
Lucknow Super Giants v Punjab Kings,Player Runs,Lucknow Super Giants,Punjab Kings,Prabhsimran Singh,Punjab Kings,Lucknow Super Giants,59.5,5.5,NA,TopSport
Lucknow Super Giants v Punjab Kings,Player Runs,Lucknow Super Giants,Punjab Kings,Prabhsimran Singh,Punjab Kings,Lucknow Super Giants,79.5,16,NA,TopSport
Lucknow Super Giants v Punjab Kings,Player Runs,Lucknow Super Giants,Punjab Kings,Quinton de Kock,Lucknow Super Giants,Punjab Kings,9.5,1.26,NA,TopSport
Lucknow Super Giants v Punjab Kings,Player Runs,Lucknow Super Giants,Punjab Kings,Quinton de Kock,Lucknow Super Giants,Punjab Kings,19.5,1.52,NA,TopSport
Lucknow Super Giants v Punjab Kings,Player Runs,Lucknow Super Giants,Punjab Kings,Quinton de Kock,Lucknow Super Giants,Punjab Kings,21.5,1.87,1.87,TopSport
Lucknow Super Giants v Punjab Kings,Player Runs,Lucknow Super Giants,Punjab Kings,Quinton de Kock,Lucknow Super Giants,Punjab Kings,29.5,2.4,NA,TopSport
Lucknow Super Giants v Punjab Kings,Player Runs,Lucknow Super Giants,Punjab Kings,Quinton de Kock,Lucknow Super Giants,Punjab Kings,39.5,2.75,NA,TopSport
Lucknow Super Giants v Punjab Kings,Player Runs,Lucknow Super Giants,Punjab Kings,Quinton de Kock,Lucknow Super Giants,Punjab Kings,49.5,3.7,NA,TopSport
Lucknow Super Giants v Punjab Kings,Player Runs,Lucknow Super Giants,Punjab Kings,Quinton de Kock,Lucknow Super Giants,Punjab Kings,59.5,5.5,NA,TopSport
Lucknow Super Giants v Punjab Kings,Player Runs,Lucknow Super Giants,Punjab Kings,Quinton de Kock,Lucknow Super Giants,Punjab Kings,79.5,18,NA,TopSport
Royal Challengers Bengaluru v Kolkata Knight Riders,Player Runs,Royal Challengers Bengaluru,Kolkata Knight Riders,Rahmanullah Gurbaz,Kolkata Knight Riders,Royal Challengers Bengaluru,9.5,1.14,NA,TopSport
Royal Challengers Bengaluru v Kolkata Knight Riders,Player Runs,Royal Challengers Bengaluru,Kolkata Knight Riders,Rahmanullah Gurbaz,Kolkata Knight Riders,Royal Challengers Bengaluru,19.5,1.86,NA,TopSport
Royal Challengers Bengaluru v Kolkata Knight Riders,Player Runs,Royal Challengers Bengaluru,Kolkata Knight Riders,Rahmanullah Gurbaz,Kolkata Knight Riders,Royal Challengers Bengaluru,21.5,1.85,1.85,TopSport
Royal Challengers Bengaluru v Kolkata Knight Riders,Player Runs,Royal Challengers Bengaluru,Kolkata Knight Riders,Rahmanullah Gurbaz,Kolkata Knight Riders,Royal Challengers Bengaluru,29.5,2.6,NA,TopSport
Royal Challengers Bengaluru v Kolkata Knight Riders,Player Runs,Royal Challengers Bengaluru,Kolkata Knight Riders,Rahmanullah Gurbaz,Kolkata Knight Riders,Royal Challengers Bengaluru,39.5,2.95,NA,TopSport
Royal Challengers Bengaluru v Kolkata Knight Riders,Player Runs,Royal Challengers Bengaluru,Kolkata Knight Riders,Rahmanullah Gurbaz,Kolkata Knight Riders,Royal Challengers Bengaluru,49.5,3.25,NA,TopSport
Royal Challengers Bengaluru v Kolkata Knight Riders,Player Runs,Royal Challengers Bengaluru,Kolkata Knight Riders,Rahmanullah Gurbaz,Kolkata Knight Riders,Royal Challengers Bengaluru,59.5,4,NA,TopSport
Royal Challengers Bengaluru v Kolkata Knight Riders,Player Runs,Royal Challengers Bengaluru,Kolkata Knight Riders,Rahmanullah Gurbaz,Kolkata Knight Riders,Royal Challengers Bengaluru,79.5,6.25,NA,TopSport
Royal Challengers Bengaluru v Kolkata Knight Riders,Player Runs,Royal Challengers Bengaluru,Kolkata Knight Riders,Rahmanullah Gurbaz,Kolkata Knight Riders,Royal Challengers Bengaluru,99.5,23,NA,TopSport
Sunrisers Hyderabad v Mumbai Indians,Player Runs,Sunrisers Hyderabad,Mumbai Indians,Rahul Tripathi,Sunrisers Hyderabad,Mumbai Indians,9.5,1.27,NA,TopSport
Sunrisers Hyderabad v Mumbai Indians,Player Runs,Sunrisers Hyderabad,Mumbai Indians,Rahul Tripathi,Sunrisers Hyderabad,Mumbai Indians,19.5,1.78,NA,TopSport
Sunrisers Hyderabad v Mumbai Indians,Player Runs,Sunrisers Hyderabad,Mumbai Indians,Rahul Tripathi,Sunrisers Hyderabad,Mumbai Indians,29.5,2.55,NA,TopSport
Sunrisers Hyderabad v Mumbai Indians,Player Runs,Sunrisers Hyderabad,Mumbai Indians,Rahul Tripathi,Sunrisers Hyderabad,Mumbai Indians,39.5,3.8,NA,TopSport
Sunrisers Hyderabad v Mumbai Indians,Player Runs,Sunrisers Hyderabad,Mumbai Indians,Rahul Tripathi,Sunrisers Hyderabad,Mumbai Indians,49.5,5.25,NA,TopSport
Sunrisers Hyderabad v Mumbai Indians,Player Runs,Sunrisers Hyderabad,Mumbai Indians,Rahul Tripathi,Sunrisers Hyderabad,Mumbai Indians,59.5,6.5,NA,TopSport
Sunrisers Hyderabad v Mumbai Indians,Player Runs,Sunrisers Hyderabad,Mumbai Indians,Rahul Tripathi,Sunrisers Hyderabad,Mumbai Indians,79.5,21,NA,TopSport
Royal Challengers Bengaluru v Kolkata Knight Riders,Player Runs,Royal Challengers Bengaluru,Kolkata Knight Riders,Rajat Patidar,Royal Challengers Bangalore,NA,9.5,1.16,NA,TopSport
Royal Challengers Bengaluru v Kolkata Knight Riders,Player Runs,Royal Challengers Bengaluru,Kolkata Knight Riders,Rajat Patidar,Royal Challengers Bangalore,NA,19.5,1.39,NA,TopSport
Royal Challengers Bengaluru v Kolkata Knight Riders,Player Runs,Royal Challengers Bengaluru,Kolkata Knight Riders,Rajat Patidar,Royal Challengers Bangalore,NA,29.5,1.73,NA,TopSport
